Crop,Year,Country,Region,avgtemp,precipitation,co2,yield,extremeevents,irrigationaccess,pesticideuse,fertilizeruse,soilhealth,strategies,economicimpact,irrigationtype,soiltype,season,soilimpact,Machine_Name,Function,Features
Sugarcane,1990,China,South,34.21,2920.36,4.82,0.93,9,71.79,32.6,23.86,86.36,No Adaptation,234.98,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Wheat,2003,Brazil,North,24.93,1287.61,5.16,2.42,10,20.72,14.57,25.85,76.53,Crop Rotation,862.57,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Barley,2021,Nigeria,North Central,15.69,2015.28,2.13,3.13,0,15.06,16.6,46.63,38.22,Organic Farming,1321.02,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Rice,1999,Russia,Northwestern,11.49,1918.84,8.66,1.82,1,26.32,48.17,34.99,62.55,Drought-resistant Crops,814.31,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Sugarcane,1991,Nigeria,North West,16.91,586.58,3.51,2.32,8,24.03,47.0,60.33,38.12,Crop Rotation,711.28,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Wheat,2011,Nigeria,South West,-2.9,2454.67,15.41,1.161,3,55.19,34.83,13.19,45.72,Drought-resistant Crops,535.16,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Maize,2015,Russia,Volga,32.53,987.02,27.28,2.4480000000000004,8,41.76,26.15,77.99,92.37,Drought-resistant Crops,768.44,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Rice,2014,Nigeria,North West,15.67,2698.2,2.76,3.32,1,48.03,29.22,39.06,67.64,No Adaptation,1103.82,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Sugarcane,2000,China,South,34.01,366.1,10.02,2.826,3,92.56,38.06,15.84,36.88,Organic Farming,1350.86,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Wheat,2002,Canada,Prairies,3.3,2164.83,3.73,1.63,7,62.72,13.18,34.0,80.15,Drought-resistant Crops,625.98,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,2003,Brazil,Northeast,9.06,761.18,3.6,1.27,1,64.34,18.87,71.16,82.53,Crop Rotation,367.25,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,2011,France,Ile-de-France,29.24,929.29,22.03,1.503,3,41.02,15.42,92.27,71.46,Water Management,309.58,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Sugarcane,2007,Argentina,Northeast,16.8,1491.29,4.55,3.42,10,47.14,23.91,51.57,82.6,No Adaptation,1259.54,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Barley,2018,India,Punjab,-4.31,2371.19,4.8,2.93,3,42.06,26.77,64.16,33.14,Drought-resistant Crops,459.21,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Sugarcane,2001,India,Punjab,24.57,2863.51,1.03,2.94,6,88.56,22.99,45.48,48.63,No Adaptation,510.52,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Maize,2020,China,East,21.22,2799.48,27.79,1.845,8,71.27,47.47,36.78,42.56,No Adaptation,503.69,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Wheat,1999,India,West Bengal,16.57,1359.42,4.58,3.62,5,64.44,13.12,83.1,40.95,No Adaptation,1480.0,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,2012,China,South,30.03,1080.6,11.71,3.62,0,19.7,40.61,87.68,41.6,Drought-resistant Crops,987.18,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Maize,2004,India,Tamil Nadu,2.95,2733.81,9.61,1.46,7,66.48,12.84,19.18,62.23,Organic Farming,362.93,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Wheat,2004,France,Grand Est,16.47,1629.3,6.66,4.0,7,21.84,48.21,93.7,81.2,Crop Rotation,964.3,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Sugarcane,2004,France,Ile-de-France,11.9,656.69,18.52,2.7,9,26.95,38.37,30.78,95.32,Water Management,701.18,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Barley,2022,Nigeria,South East,10.35,582.59,14.68,3.17,10,99.65,40.87,38.59,34.1,Drought-resistant Crops,1156.62,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2004,Russia,Volga,14.18,2856.31,20.71,2.061,3,66.05,35.94,25.74,51.78,Organic Farming,447.07,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Rice,2015,Canada,Quebec,27.12,1507.26,25.35,1.998,6,47.84,35.06,9.97,85.91,Drought-resistant Crops,229.29,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Wheat,2004,Canada,British Columbia,8.29,420.77,0.79,1.719,6,24.11,44.63,54.94,58.72,No Adaptation,786.81,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Rice,2010,Russia,Siberian,1.25,638.68,1.36,1.68,1,75.22,40.37,29.87,40.37,Organic Farming,828.19,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Barley,2020,Canada,Prairies,22.26,2670.49,13.28,2.37,9,36.6,21.95,56.41,68.72,Drought-resistant Crops,988.98,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Sugarcane,2009,India,West Bengal,15.7,1802.84,10.96,2.65,1,81.99,49.79,19.86,91.22,Crop Rotation,393.67,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Sugarcane,2016,Nigeria,North West,9.24,315.51,4.66,0.7020000000000001,5,68.67,25.96,62.63,38.17,Water Management,349.96,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Sugarcane,2023,France,Provence-Alpes-Cote d’Azur,0.18,1968.38,15.96,0.99,10,10.52,22.68,99.18,76.24,Water Management,379.13,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Barley,2018,India,Punjab,24.26,2411.97,9.17,3.88,3,16.74,7.13,5.97,46.19,No Adaptation,1759.53,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Sugarcane,2021,Brazil,Northeast,33.43,388.87,13.1,1.494,8,57.29,10.68,53.57,33.69,Water Management,421.29,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Rice,2007,USA,South,30.34,1408.18,27.02,2.007,2,16.81,36.09,93.75,44.14,Water Management,246.37,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Rice,2007,Nigeria,North West,1.86,2347.13,15.66,0.558,9,63.53,26.38,10.22,56.33,Crop Rotation,217.47,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Barley,1997,Australia,Queensland,14.66,1099.83,27.33,1.521,5,24.96,44.24,2.18,48.1,Water Management,426.5,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Maize,2010,Argentina,Pampas,8.71,1275.27,6.94,1.49,2,85.51,12.43,92.33,44.07,Drought-resistant Crops,238.44,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Sugarcane,2021,France,Nouvelle-Aquitaine,33.53,952.21,27.98,3.222,2,23.24,11.2,83.74,98.97,Water Management,1591.4,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Maize,2001,India,Punjab,28.56,1821.32,15.54,2.817,6,96.24,44.19,27.36,70.72,Organic Farming,740.89,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Barley,2004,France,Ile-de-France,11.92,2091.74,15.63,2.259,6,39.33,2.81,17.94,69.75,Organic Farming,600.0,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Sugarcane,2015,France,Grand Est,23.97,2080.98,25.63,1.638,1,17.84,33.98,81.0,58.35,Drought-resistant Crops,615.71,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Barley,2023,China,East,27.67,2788.74,22.24,1.881,4,63.72,23.6,67.12,59.84,Water Management,327.65,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Sugarcane,2002,France,Provence-Alpes-Cote d’Azur,9.34,1032.3,14.15,2.48,4,64.01,37.6,49.72,75.04,Water Management,1128.59,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Barley,1994,Australia,Queensland,26.06,2518.46,8.29,2.89,2,18.85,45.96,53.77,75.85,Drought-resistant Crops,377.5,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Maize,2014,Australia,New South Wales,16.08,405.73,4.51,3.528,4,57.71,21.71,69.67,53.0,Crop Rotation,1335.06,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Sugarcane,2015,Argentina,Northeast,15.1,659.44,13.83,2.74,0,33.14,0.3,11.24,38.59,Water Management,1215.87,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Sugarcane,2005,Nigeria,South East,32.69,1387.98,6.08,2.97,0,55.31,21.83,61.65,66.47,Organic Farming,1096.71,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Wheat,2010,China,North,31.28,2014.5,24.46,1.755,6,69.6,44.25,11.49,79.02,No Adaptation,669.48,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Barley,2019,India,West Bengal,18.13,968.39,25.26,2.097,7,26.57,49.09,77.13,81.22,No Adaptation,744.7,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2017,Canada,Quebec,27.06,1933.01,6.91,1.38,2,47.11,25.38,38.56,49.75,Water Management,243.09,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Sugarcane,2009,USA,South,-3.49,830.22,11.56,2.89,5,32.74,14.04,77.14,34.12,Drought-resistant Crops,364.53,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Rice,2002,Canada,Ontario,10.4,2688.7,14.69,3.0,4,61.76,39.75,74.73,82.89,Drought-resistant Crops,1471.49,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Maize,1998,Russia,Volga,21.25,1853.54,9.97,1.97,9,25.32,39.54,9.66,84.49,Crop Rotation,854.67,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Barley,1997,Canada,Prairies,5.16,2325.27,21.93,0.5040000000000001,9,89.68,39.47,6.23,81.74,No Adaptation,100.18,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Maize,2023,Russia,Northwestern,33.86,1782.62,12.75,1.84,2,87.34,18.49,75.59,62.98,Organic Farming,658.75,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Wheat,2008,Russia,Volga,20.35,2420.05,0.59,3.57,4,21.12,40.44,47.78,86.42,Crop Rotation,871.41,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Barley,2014,China,North,26.49,2455.91,17.42,2.367,8,23.98,24.91,30.22,59.42,Water Management,418.94,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Maize,2024,Canada,Ontario,24.75,1666.15,19.01,1.377,10,62.25,30.28,46.92,93.08,Drought-resistant Crops,232.83,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Barley,2023,Canada,British Columbia,7.02,2622.97,24.78,2.16,2,55.1,11.05,71.53,36.17,Water Management,732.23,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Maize,1994,China,South,29.75,1562.0,17.62,1.26,5,68.32,3.11,22.49,54.32,Crop Rotation,595.82,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Maize,1997,USA,South,23.31,1312.63,27.5,1.7009999999999998,0,17.02,25.01,83.44,77.64,Organic Farming,686.56,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Sugarcane,2008,China,North,6.6,2724.49,13.09,2.49,3,24.57,14.12,41.43,51.74,Water Management,769.02,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Sugarcane,2010,Russia,Northwestern,22.02,338.93,26.94,2.601,5,73.03,24.43,30.96,68.61,No Adaptation,391.42,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Wheat,2009,China,Central,30.81,973.54,26.28,3.456,1,94.96,27.36,29.43,95.89,No Adaptation,1430.25,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,2000,Russia,Volga,4.23,2740.56,22.12,1.989,2,78.18,22.6,93.78,98.34,Water Management,296.34,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Maize,2004,Argentina,Pampas,15.56,297.86,23.27,1.917,5,15.57,47.62,44.08,52.08,Water Management,523.4,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Rice,2016,Russia,Volga,8.19,2188.12,14.67,2.9,8,66.0,42.57,18.46,75.59,Organic Farming,925.53,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Wheat,1992,Russia,Northwestern,-0.23,1373.9,14.17,1.63,8,67.03,40.49,47.26,95.11,Organic Farming,305.66,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,1994,Russia,Volga,-4.35,1894.57,26.33,2.601,10,51.56,22.28,64.17,30.0,Water Management,490.0,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,1995,Australia,Victoria,-3.21,2732.52,12.75,0.64,3,88.12,42.27,73.32,85.94,Organic Farming,236.78,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Rice,2015,France,Nouvelle-Aquitaine,-0.35,2109.82,3.29,1.56,4,20.05,11.38,43.14,39.95,Drought-resistant Crops,766.88,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Sugarcane,2014,USA,Northeast,-0.86,1632.32,12.77,1.01,8,41.61,34.16,40.76,40.9,Drought-resistant Crops,354.04,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Maize,2012,Argentina,Northeast,26.19,2070.04,16.17,2.16,8,43.4,11.74,28.76,90.22,Crop Rotation,887.03,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Sugarcane,1990,China,East,5.13,1731.04,29.93,1.1880000000000002,1,90.42,48.4,25.12,61.85,Organic Farming,178.8,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Wheat,2007,India,Punjab,11.73,2924.33,26.67,4.014,1,70.28,33.65,40.46,95.81,Organic Farming,547.38,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Maize,2017,Australia,Western Australia,-4.76,2635.98,20.93,1.062,0,16.68,33.63,59.45,63.72,Water Management,355.7,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Sugarcane,1994,Australia,Victoria,9.27,1618.89,6.18,2.7,9,59.02,37.03,66.22,49.86,Crop Rotation,1191.75,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Rice,2006,Australia,Victoria,6.11,2619.15,8.58,0.76,2,58.16,7.27,72.46,56.16,Organic Farming,233.06,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Maize,2022,Russia,Siberian,6.98,907.92,10.04,1.91,10,50.58,15.59,69.26,51.81,No Adaptation,606.18,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Rice,1999,Nigeria,South East,28.04,2930.69,24.99,3.249,4,35.13,25.3,42.54,31.76,Crop Rotation,747.35,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Rice,2015,USA,Midwest,2.53,1604.81,23.14,2.556,1,42.59,29.46,65.1,55.25,Organic Farming,512.78,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Wheat,2004,France,Grand Est,28.02,2075.38,15.36,2.9970000000000003,4,71.51,48.69,12.53,91.27,Drought-resistant Crops,980.46,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Barley,2004,China,East,34.81,589.45,1.63,1.09,6,35.23,14.96,61.97,35.89,Organic Farming,468.12,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2019,France,Nouvelle-Aquitaine,1.47,2946.39,8.96,0.72,1,39.74,5.64,65.17,89.34,Water Management,268.94,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2017,India,Maharashtra,1.94,1345.81,4.76,2.6,7,31.19,43.41,36.42,75.34,No Adaptation,1128.57,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Sugarcane,2005,Nigeria,South East,19.61,1280.06,7.2,4.96,7,92.89,35.89,67.96,86.01,No Adaptation,711.82,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
